"Species","coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_clim","chg_rad_inc_clim_ci.lower","chg_rad_inc_clim_ci.upper","chg_rad_inc_1SD_clim","variable","month"
"Aquidneck_Rhode_Island_QURU",-0.0328430366578749,FALSE,FALSE,-0.22846055437437,0.187251128027508,-0.00134781661901679,-0.00937559261596883,0.007684435057396,-0.00349923734282177,"1",""
"Aquidneck_Rhode_Island_QURU",-0.118477631751801,FALSE,FALSE,-0.298085759969649,0.0692171385062594,-0.00521952441075551,-0.0131321488930465,0.00304935656405516,-0.0126231127052493,"2",""
"Aquidneck_Rhode_Island_QURU",-0.19099334766952,FALSE,FALSE,-0.409925258876909,0.0490759839424625,-0.0120173356930064,-0.0257925708150334,0.00308786971220404,-0.0203492466716069,"3",""
"Aquidneck_Rhode_Island_QURU",-0.1160614441168,FALSE,FALSE,-0.33540582972038,0.115435843603957,-0.0104636266566622,-0.0302388222666794,0.0104072250647948,-0.0123656817591485,"4",""
"Aquidneck_Rhode_Island_QURU",0.0805796150870324,FALSE,FALSE,-0.104013428353072,0.254851932894224,0.00815013158175661,-0.0105203174082123,0.0257767027642106,0.00858529621118759,"5",""
"Aquidneck_Rhode_Island_QURU",-0.254744403736523,TRUE,FALSE,-0.4520299271462,-0.0552612787460802,-0.0239147471030736,-0.0424354028279377,-0.0051877862140274,-0.0271415563583696,"6",""
"Aquidneck_Rhode_Island_QURU",-0.0815862018031983,FALSE,FALSE,-0.257113812078161,0.109860478681999,-0.00821040686894996,-0.0258745837179748,0.011055781601068,-0.00869254225736438,"7",""
"Aquidneck_Rhode_Island_QURU",-0.0638600972661711,FALSE,FALSE,-0.257097153862493,0.140793901901471,-0.00519392881916576,-0.0209104648119488,0.0114511805643025,-0.00680392740165323,"8",""
"Aquidneck_Rhode_Island_QURU",-0.0158320491567653,FALSE,FALSE,-0.223109512646735,0.190896469905801,-0.000714307241010488,-0.0100662105608599,0.00861282891348184,-0.00168681410917768,"9",""
"Aquidneck_Rhode_Island_QURU",-0.0818315197759828,FALSE,FALSE,-0.261332080186997,0.106087146225174,-0.00388482635438515,-0.0124063411645778,0.00503632515496829,-0.00871867948152471,"10",""
"Aquidneck_Rhode_Island_QURU",-0.142901190053381,FALSE,FALSE,-0.368963706715793,0.106955356627517,-0.00752094339622207,-0.0194186986996621,0.00562910065911846,-0.0152253028785804,"11",""
"Aquidneck_Rhode_Island_QURU",-0.128388481804016,FALSE,FALSE,-0.333009633640549,0.115976294071307,-0.00868940564709567,-0.0225382818648061,0.0078493417047394,-0.01367905698236,"12",""
"Aquidneck_Rhode_Island_QURU",0.0391151062759711,FALSE,FALSE,-0.160579517467345,0.212954371351791,0.00252087184011856,-0.0103489526738658,0.0137243824466013,0.00416749041737898,"13",""
"Aquidneck_Rhode_Island_QURU",-0.279341262464182,TRUE,TRUE,-0.45039656757225,-0.109669663261277,-0.0206193735363464,-0.0332456973392941,-0.00809518698541555,-0.0297622106989693,"14",""
"Aquidneck_Rhode_Island_QURU",-0.260066585743909,TRUE,FALSE,-0.417130982534287,-0.0660424309007983,-0.022854472197219,-0.0366571830658634,-0.00580376328062901,-0.0277086043515116,"15",""
"Aquidneck_Rhode_Island_QURU",-0.232889969921237,TRUE,FALSE,-0.400138934682353,-0.0618419852825183,-0.017736625729722,-0.0304741098414449,-0.00470981273993879,-0.0248130916762117,"16",""
"SIPSEY_WILDERNESS_CAGL",0.129446623111766,FALSE,FALSE,-0.0504390142326312,0.30233212134935,0.00635820259318776,-0.00247748039603051,0.0148500504050049,0.0181313941816561,"17",""
"SIPSEY_WILDERNESS_CAGL",0.129446623111766,FALSE,FALSE,-0.0504390142326312,0.30233212134935,0.00635820259318776,-0.00247748039603051,0.0148500504050049,0.0181313941816561,"18",""
"SIPSEY_WILDERNESS_CAGL",0.129446623111766,FALSE,FALSE,-0.0504390142326312,0.30233212134935,0.00635820259318776,-0.00247748039603051,0.0148500504050049,0.0181313941816561,"19",""
"SIPSEY_WILDERNESS_CAGL",0.129446623111766,FALSE,FALSE,-0.0504390142326312,0.30233212134935,0.00635820259318776,-0.00247748039603051,0.0148500504050049,0.0181313941816561,"20",""
"SIPSEY_WILDERNESS_CAGL",-0.0569552769698917,FALSE,FALSE,-0.247671334687755,0.143462623750082,-0.00339817469995759,-0.014777041008607,0.00855954152720172,-0.00797764014728197,"21",""
"SIPSEY_WILDERNESS_CAGL",-0.0569552769698917,FALSE,FALSE,-0.247671334687755,0.143462623750082,-0.00339817469995759,-0.014777041008607,0.00855954152720172,-0.00797764014728197,"22",""
"SIPSEY_WILDERNESS_CAGL",-0.0569552769698917,FALSE,FALSE,-0.247671334687755,0.143462623750082,-0.00339817469995759,-0.014777041008607,0.00855954152720172,-0.00797764014728197,"23",""
"SIPSEY_WILDERNESS_CAGL",-0.0569552769698917,FALSE,FALSE,-0.247671334687755,0.143462623750082,-0.00339817469995759,-0.014777041008607,0.00855954152720172,-0.00797764014728197,"24",""
"SIPSEY_WILDERNESS_CAGL",0.141308018622794,FALSE,FALSE,-0.0509472215130772,0.332200865275535,0.00732688566084827,-0.00264163683280187,0.0172247674267232,0.0197928020452609,"25",""
"SIPSEY_WILDERNESS_CAGL",0.141308018622794,FALSE,FALSE,-0.0509472215130772,0.332200865275535,0.00732688566084827,-0.00264163683280187,0.0172247674267232,0.0197928020452609,"26",""
"SIPSEY_WILDERNESS_CAGL",0.141308018622794,FALSE,FALSE,-0.0509472215130772,0.332200865275535,0.00732688566084827,-0.00264163683280187,0.0172247674267232,0.0197928020452609,"27",""
"SIPSEY_WILDERNESS_CAGL",0.141308018622794,FALSE,FALSE,-0.0509472215130772,0.332200865275535,0.00732688566084827,-0.00264163683280187,0.0172247674267232,0.0197928020452609,"28",""
"SIPSEY_WILDERNESS_CAGL",-0.0137335907715684,FALSE,FALSE,-0.221891471271033,0.20328990287603,-0.000771620766296745,-0.0124669556523646,0.0114218279288133,-0.00192364344331997,"29",""
"SIPSEY_WILDERNESS_CAGL",-0.0137335907715684,FALSE,FALSE,-0.221891471271033,0.20328990287603,-0.000771620766296745,-0.0124669556523646,0.0114218279288133,-0.00192364344331997,"30",""
"SIPSEY_WILDERNESS_CAGL",-0.0137335907715684,FALSE,FALSE,-0.221891471271033,0.20328990287603,-0.000771620766296745,-0.0124669556523646,0.0114218279288133,-0.00192364344331997,"31",""
"SIPSEY_WILDERNESS_CAGL",-0.0137335907715684,FALSE,FALSE,-0.221891471271033,0.20328990287603,-0.000771620766296745,-0.0124669556523646,0.0114218279288133,-0.00192364344331997,"32",""
"Arnot_Forest,_NY_QURU",0.0986714873529725,FALSE,FALSE,-0.0944259980729069,0.282693279176191,0.00452837424925388,-0.00433353413031902,0.012973767804667,0.0133038777434366,"33",""
"Arnot_Forest,_NY_QURU",-0.10682301273728,FALSE,FALSE,-0.287743077795424,0.0987170975882817,-0.00529412199958712,-0.0142604755225559,0.00489239485655437,-0.0144029480021772,"34",""
"Arnot_Forest,_NY_QURU",-0.117655127601687,FALSE,FALSE,-0.281895271564256,0.0539729976458324,-0.0074515023494004,-0.0178533933978395,0.00341829486704272,-0.0158634421705017,"35",""
"Arnot_Forest,_NY_QURU",-0.140651453612874,FALSE,FALSE,-0.338243557581,0.0606601836810724,-0.0131786859991214,-0.0316925671373062,0.00568370601829817,-0.0189640370638028,"36",""
"Arnot_Forest,_NY_QURU",-0.14956692742124,FALSE,FALSE,-0.360087339739664,0.0476398725962239,-0.012991133080313,-0.0312765838795293,0.00413791962900761,-0.0201661104971038,"37",""
"Arnot_Forest,_NY_QURU",-0.157328853973293,FALSE,FALSE,-0.348154280702605,0.0270396097365805,-0.0171934393911416,-0.0380474996979441,0.00295498174317686,-0.0212126511409339,"38",""
"Arnot_Forest,_NY_QURU",0.0580808492612725,FALSE,FALSE,-0.1175017577035,0.23011920679,0.00734828018518561,-0.014866102146217,0.0291142507210739,0.00783104155552857,"39",""
