"tot","perc","tag","stem","DOY","sp","year","dbh","max_rate_DOY","max_rate","wood_type","tag_year"
0.216087263840656,0.25,192244,"1",137,"qual",2011,42.43949737,171,0.00177548958286167,"ring-porous","1922442011"
0.216087263840656,0.5,192244,"1",170,"qual",2011,42.43949737,171,0.00177548958286167,"ring-porous","1922442011"
0.216087263840656,0.75,192244,"1",203,"qual",2011,42.43949737,171,0.00177548958286167,"ring-porous","1922442011"
0.168514429827979,0.25,72308,"1",118,"qual",2011,65.43773125,141,0.00208859075252121,"ring-porous","723082011"
0.168514429827979,0.5,72308,"1",140,"qual",2011,65.43773125,141,0.00208859075252121,"ring-porous","723082011"
0.168514429827979,0.75,72308,"1",163,"qual",2011,65.43773125,141,0.00208859075252121,"ring-porous","723082011"
0.119815013799574,0.25,122189,"1",155,"qual",2011,63.01104308,174,0.00178476144168371,"ring-porous","1221892011"
0.119815013799574,0.5,122189,"1",173,"qual",2011,63.01104308,174,0.00178476144168371,"ring-porous","1221892011"
0.119815013799574,0.75,122189,"1",191,"qual",2011,63.01104308,174,0.00178476144168371,"ring-porous","1221892011"
0.299298519819629,0.25,172499,"1",125,"qual",2011,101.9650972,159,0.00247547695268224,"ring-porous","1724992011"
0.299298519819629,0.5,172499,"1",158,"qual",2011,101.9650972,159,0.00247547695268224,"ring-porous","1724992011"
0.299298519819629,0.75,172499,"1",191,"qual",2011,101.9650972,159,0.00247547695268224,"ring-porous","1724992011"
0.184698891852427,0.25,202215,"1",120,"qual",2011,53.62542011,152,0.00164565634727154,"ring-porous","2022152011"
0.184698891852427,0.5,202215,"1",151,"qual",2011,53.62542011,152,0.00164565634727154,"ring-porous","2022152011"
0.184698891852427,0.75,202215,"1",182,"qual",2011,53.62542011,152,0.00164565634727154,"ring-porous","2022152011"
0.245572597556617,0.25,70519,"1",120,"qual",2011,53.6365917,154,0.00203916466472265,"ring-porous","705192011"
0.245572597556617,0.5,70519,"1",153,"qual",2011,53.6365917,154,0.00203916466472265,"ring-porous","705192011"
0.245572597556617,0.75,70519,"1",186,"qual",2011,53.6365917,154,0.00203916466472265,"ring-porous","705192011"
0.668667702443919,0.25,132077,"1",118,"qual",2011,56.42745175,150,0.0058502417321904,"ring-porous","1320772011"
0.668667702443919,0.5,132077,"1",150,"qual",2011,56.42745175,150,0.0058502417321904,"ring-porous","1320772011"
