"","plot","tag","year","L","K","doy_ip","r","theta","a","b","ML_value"
"26","A1","9","1999","15.1840590432351","15.6442532206568","220.277634957025","0.00700659965662141","10.402235946382","15.5048730770218","15.61876665","-24.8798"
"27","A1","9","2000","15.6122269312908","15.7291694724672","196.060167833358","0.0604947973330114","1.83000744808299","15.61364285","15.7290355658395","-26.2725"
"28","A1","9","2001","15.7252349077222","15.8016917820792","181.609686756925","0.143296129869908","6.17627153439644","15.7254230833854","15.798692053383","-19.3322"
"29","A1","9","2002","15.8060585713537","15.8765001303979","196.799345766849","0.0773317346602573","3.98739430133494","15.8075276711471","15.8744948661016","-24.8882"
"30","A1","9","2003","15.8101216163899","16.011541735297","340.715191081422","0.0145882378136086","19.1154318325857","15.9","15.997861704703","-13.8148"
"31","A1","10","1998","12.3812345289149","12.5128296809511","200.427925655124","0.084874662032319","0.996981701899993","12.3854794685231","12.5128078228402","-23.4978"
"32","A1","10","1999","12.5701081283578","12.7073535571538","193.218542962638","0.0558665167799631","1.76161425544193","12.5701146857596","12.7071539538331","-24.8527"
"33","A1","10","2000","12.714220111777","12.9885754640602","194.819438728545","0.0760932783293639","1.74302222016763","12.7171147522719","12.988514212551","-26.2725"
"34","A1","10","2001","12.987976329042","13.1841276336938","200.752466181415","0.0651709542341071","3.90589273850757","12.99764046","13.1840497122322","-19.3462"
"35","A1","10","2002","13.2074261397599","13.3538133478321","228.165737990254","0.0564266993040695","10.6449371081431","13.2117049159745","13.3537316612016","-24.8781"
"36","A1","10","2003","13.4011148305206","13.589865071254","201.720316091448","0.0642800586947703","2.71136057022423","13.4034403219879","13.5898255809478","-13.8228"
"37","A1","11","1998","18.1839951123103","18.5007631561666","167.193165187891","0.041016659533844","1.52402383606837","18.3074889452531","18.4999733939112","-23.506"
"38","A1","11","1999","18.5075655614379","18.7063727200151","223.415294160809","0.059543867258527","12.4136085418537","18.5121505180598","18.7062053335367","-24.8028"
"39","A1","11","2000","18.7056498807486","18.8837703551314","195.167932520934","0.0790809538647212","2.71572495710099","18.7058119311751","18.8798499966973","-26.2149"
"40","A1","11","2001","18.8807539760324","19.0301418180958","184.374237059514","0.095838309209502","2.74917054608097","18.88421966","19.0301409814724","-19.3533"
"41","A1","11","2002","19.0455241177626","19.1943158206138","218.292245726552","0.0784846428009216","9.1298975325254","19.047164775959","19.1926974946554","-24.8688"
"42","A1","11","2003","19.2164469180249","19.308173586901","197.806173109002","0.113401284171794","2.03688781726412","19.21650499","19.3081735326964","-13.8285"
"43","A1","14","1998","55.6991286352151","56.0236693994634","188.113791812121","0.039617772859085","1.96481666792211","55.7868549062064","56.02193593686","-23.4618"
"44","A1","14","1999","55.9355704811001","56.3577839436917","215.393612472976","0.0265488502033577","5.2971284120558","55.9437964180533","56.3495161510667","-24.7634"
"45","A1","14","2000","56.3011834098457","56.7314401134981","222.009902833476","0.0342163696929062","5.61540523771055","56.3294559835199","56.725824087294","-26.1209"
"46","A1","14","2001","56.6980364697554","57.0958952858507","186.760222623815","0.0605450586030743","2.76657835993963","56.7255290835359","57.0952716654533","-18.2275"
"47","A1","14","2002","56.8513087383637","57.4372775567902","139.14824490827","0.0203912129048801","1.39501409383563","57.1120956459494","57.4267413025394","-24.832"
"48","A1","14","2003","57.3626111819689","57.6923290302939","168.367975900201","0.0366284956818695","1.91828684013314","57.4393163412004","57.6916145219209","-13.7986"
"49","A1","15","1998","22.1179644925711","22.1355513582229","227.542593560225","0.0185959020915037","0.293080356088712","22.1193031237733","22.12700622","-23.5143"
"50","A1","15","1999","22.1195293663161","22.1711376705618","247.489164942235","0.0152600929444628","2.91809286792434","22.12381959","22.1642592365153","-24.8802"
"51","A1","15","2000","22.1438767537781","22.2000886323819","190.756031370342","0.0307532628680457","1.54239474441051","22.14803972","22.1987733991063","-26.2592"
"52","A1","15","2001","22.1944370891873","22.1991837636726","184.295923123698","7.34825320966478","8.64411264590895","22.1944370891873","22.1991837636726","-19.3707"
"53","A1","15","2002","22.1955555502745","22.2241213540126","196.499512580095","0.00954069902980064","1.00871634574921","22.2053990419626","22.2173936327668","-24.881"
"54","A1","15","2003","22.2351912305262","22.2849958378351","366.881546702534","0.0116873753627395","11.3143102573408","22.2541973599835","22.2782565941166","-13.8269"
"55","A1","17","1998","18.5453518077332","18.5645054474222","189.525615999326","0.245508483860691","3.91991987157797","18.545353524292","18.5631899185727","-23.5138"
"56","A1","17","1999","18.5896384903999","18.6794103759844","172.585432622948","0.0305695054306069","1.28962982503435","18.5903230147253","18.6758505714998","-24.8324"
"57","A1","17","2000","18.6786476205759","18.7099594518935","209.813178080804","0.0645367200858008","50.5165434744484","18.6795203126352","18.7097909604855","-26.2403"
"58","A1","17","2001","18.7738114467084","18.8100400713408","201.731058547268","0.104220051507644","5.97165426600749","18.77395551","18.8100398550257","-19.3694"
"59","A1","17","2002","18.8422216063578","18.8654077805622","204.068021594003","0.0855668211713332","1.62019567670084","18.8428470013071","18.8654070138414","-24.8988"
"60","A1","18","1998","26.0034310146258","26.1553753725006","191.569983807041","0.0810766836827398","3.43024536112422","26.0219356999147","26.1553700909119","-23.4705"
"61","A1","18","1999","26.079243558116","26.2690262886426","197.782943587783","0.0215592829070993","2.80318737996639","26.0872272197637","26.25849967","-24.8137"
"62","A1","18","2000","26.2488380605641","26.3981524550737","188.193283785951","0.0924922901899715","0.890343799779981","26.2488599359645","26.3959916159227","-26.2253"
"63","A1","18","2001","26.3933925102928","26.5331164754436","185.769502402052","0.0964985071559761","3.8328002214565","26.39738229","26.533115880476","-19.3478"
"64","A1","18","2002","26.54321208021","26.6437055527089","191.164805074657","0.0702617493091212","0.732248672655669","26.5454855874971","26.6436883100385","-24.8726"
"65","A1","18","2003","26.649715046772","26.7742050511104","171.533392826274","0.0472401516296555","0.394076117988696","26.65440625","26.7738934944031","-13.8257"
"66","A1","19","1998","47.4931732873333","47.8439526199401","190.234790881171","0.0292162136097847","4.95402179693574","47.6953465966607","47.8413463307612","-23.5027"
"67","A1","19","1999","47.7946342456847","48.0742361832809","196.94138516067","0.0356198205903998","4.78272943628048","47.79703351","48.0727560702319","-24.7971"
"68","A1","19","2000","48.0474270384984","48.3244557149198","224.316400505007","0.042281232109037","15.0676675922511","48.0633466450192","48.3146671880238","-26.1331"
"69","A1","19","2001","48.2344421578748","48.5513407956702","185.521846661087","0.0499350100106888","5.26391134656577","48.3043913415026","48.5511427752621","-19.3372"
"70","A1","19","2002","48.834505116024","49.1030860447689","204.124696816951","0.0668756900324219","8.71513309051148","48.8654031762164","49.0942203355072","-23.9374"
"71","A1","19","2003","49.0509433642229","49.3852275139767","172.517894195143","0.0336093044652983","1.342435286204","49.1121252","49.3833641862826","-13.7821"
"72","A2","25","1998","14.0490698848854","14.1341348005409","173.429031453826","0.0989671089825854","0.935335800729282","14.0540322669001","14.1341345552345","-23.5128"
"73","A2","25","1999","14.1561893192285","14.1822612532703","103.922338252542","8.94833013202445","17.1429133021789","14.1561893192285","14.1815755837379","-24.897"
"74","A2","25","2000","14.1851278643049","14.2584288677258","200.510884320919","0.0987469356759669","4.2957220354891","14.1851363825434","14.2577928047383","-26.2719"
"75","A2","25","2001","14.2701026108656","14.3427455340737","190.454972811372","0.0968905764324772","6.08324642912644","14.2710349929065","14.3424059164467","-19.3648"
"76","A2","25","2002","14.3433436738813","14.4675836240914","206.188157152927","0.0524659512833432","4.18226631440999","14.3469473764752","14.4675038105242","-24.8712"
"77","A2","25","2003","14.5000026506378","14.555988646202","199.294334192775","0.0493401957196583","1.26590381507116","14.5012576538378","14.5558624480781","-13.8288"
"78","A2","26","1998","39.896034132251","40.0562647972745","172.220005913482","12.6735632838872","-0.629846668801346","40.056434322854","40.0562647972745","-23.3369"
"79","A2","26","1999","40.003301531819","40.1411662172937","204.340929458901","0.0346724152621781","5.2194495536402","40.0108603074657","40.1402147742995","-24.8288"
"80","A2","26","2000","40.0201285571013","40.3541038827926","121.434257724288","0.0227598757436182","0.844893156473713","40.1241740896669","40.3471455297089","-26.2219"
"81","A2","26","2001","40.0978179060797","40.5778786035081","169.983521115845","0.0317361250041466","4.34614263372925","40.3504572293828","40.5761020113858","-19.3442"
"82","A2","26","2002","40.4721481425377","40.8377867324294","194.760838190684","0.0239448460712733","4.22432340140214","40.6067005951079","40.8334205650479","-24.8793"
"83","A2","26","2003","40.4201733340918","41.0653623674282","198.77449457783","0.0217692194366617","10.4605871770413","40.8351495295559","41.0607929982923","-13.8186"
"84","A2","27","1998","10.5451464539886","10.6742419558128","181.962073679298","0.100003746704378","5.79742029203166","10.5628555166488","10.672741785363","-23.5116"
"85","A2","27","1999","10.6833474368079","10.7531880556413","188.332507686213","0.0254187796415431","1.74393065548976","10.6844816011258","10.7495545336876","-24.8852"
"86","A2","27","2000","10.7445103845842","10.8757545044729","205.801655308376","0.100387523307778","13.3722379244391","10.7445338218021","10.8757535664088","-26.2738"
"87","A2","27","2001","10.8941998668348","10.9796898992441","165.231765467011","0.125291375421076","0.552606034247694","10.89473119","10.9796898920611","-19.3674"
"88","A2","27","2002","10.9846064815334","11.10297300369","168.626847744026","0.093966326472507","0.57918217570733","10.9877485825082","11.1029728544701","-24.8844"
"89","A2","27","2003","11.1195789789485","11.2720076400445","201.521817987486","0.104912025496716","10.2781628527943","11.1209216634507","11.2720075669156","-13.8201"
"90","A2","29","1998","15.5287428524796","15.6561624165827","175.470701570978","0.0672556369847443","1.57519983222365","15.551465852641","15.6548278166312","-23.5117"
"91","A2","29","1999","15.6379840969132","15.7205598729704","140.382718669768","0.0171419178148667","1.01194371048809","15.6454483644052","15.715588925856","-24.8368"
"92","A2","29","2000","15.7052532409915","15.7984890302376","188.472051314669","0.0714630292689921","2.42686324072095","15.70665011","15.7984737138389","-26.2661"
"93","A2","29","2001","15.7859178136222","15.8227503679081","195.672511214102","0.115653925241954","47.3340632466439","15.7865271918429","15.8219791755191","-19.3472"
"94","A2","29","2002","15.8160154318536","15.8684671374646","121.990745795482","0.0819026691795469","0.0129783018512781","15.8187382841563","15.8684671374646","-24.8834"
"95","A2","29","2003","15.8987483032493","15.940567718404","208.115207376154","0.045720929272476","2.00467488641114","15.9000670084889","15.9404309453057","-13.8333"
"96","A2","30","1998","22.5005992063537","22.5883392707187","204.843259169957","0.111553248952468","7.75894423316581","22.5028759354969","22.5883390721099","-23.4976"
"97","A2","30","1999","22.5849515888497","22.7069489906541","229.386155495361","0.0426117158651848","9.20945530772059","22.5850306213055","22.7062988402188","-24.8618"
"98","A2","30","2000","22.702332835846","22.8327080767524","201.134485801685","0.0733506592730978","2.30393967174221","22.7024488273983","22.8293805749103","-26.2421"
"99","A2","30","2001","22.8312998461304","22.924726426638","188.202053907337","0.11788633769938","4.07319280657967","22.83161832","22.924366604892","-19.358"
"100","A2","30","2002","22.9281934213804","23.018629558403","227.789270569861","0.0690912668218319","10.2303790360081","22.928502720092","23.0186133586889","-24.8811"
"101","A2","30","2003","23.0183762864978","23.1678860021452","257.447779069414","0.0260411928564339","2.2463050449856","23.0287656636505","23.1552919296598","-13.7995"
"102","A2","31","1998","38.7804600932749","39.4242402129297","181.547637297464","0.0384640607151265","27.5566481400313","39.3439806110016","39.4240216709502","-23.5066"
"103","A2","31","1999","39.3719709195036","39.603028314565","186.631402250874","0.0337736283693724","4.43050832630183","39.38005452","39.6019003786376","-24.8091"
"104","A2","31","2000","39.5168423205913","39.8169152649375","198.431964711727","0.0282679457752331","5.83270632522424","39.5869123931869","39.804927804721","-26.1693"
"105","A2","31","2001","39.6360549058679","40.0375227066884","168.751256802715","0.0414019724432089","4.09915160956731","39.8051575340906","40.0370955797472","-19.3465"
"106","A2","31","2002","39.5124695819705","40.2703301877559","168.361191766253","0.0151125876985651","5.38147278238695","40.04050777","40.2561463629391","-24.8678"
"107","A2","31","2003","40.2526968046701","40.4629358945921","202.79283033221","0.0640636527304339","9.12810546184122","40.2607681292409","40.4503930798744","-12.8871"
"108","A2","32","1998","40.9264369982349","41.2096656543909","205.251029443535","0.0372144292472147","13.5501201274844","41.0960979023155","41.2091167072229","-23.4933"
"109","A2","32","1999","41.1245321604745","41.4114039577236","173.550202489152","0.0373006457466725","5.56813742188189","41.13482309","41.4109438476206","-24.8073"
"110","A2","32","2000","41.3895843889864","41.6768683055046","205.258808001907","0.0347986272173769","6.25354048212249","41.422684939561","41.6680835113635","-26.1909"
"111","A2","32","2001","41.6096398457872","41.936212819241","180.821440055811","0.0510699303715131","4.11927950160313","41.6777848624093","41.9356207547966","-19.342"
"112","A2","32","2002","41.4603261910666","42.2416967051149","181.404669643735","0.0168756229571914","5.88897473902945","41.9651509156797","42.2288967263538","-24.8538"
"113","A2","32","2003","41.8382087367647","42.4668395910684","199.468455160188","0.0213540302487658","9.27243370612137","42.2276365861953","42.4614910305569","-13.8217"
"114","A2","33","1998","30.6329132939053","30.9188110209981","181.473168588357","0.0357215133761732","14.819053844876","30.8635492212974","30.9185600154661","-23.5078"
"115","A2","33","1999","30.9161494121985","31.0571308352013","178.538864679293","0.0325500516507786","2.28554290244141","30.92284849","31.055957208409","-24.8095"
"116","A2","33","2000","31.059320820355","31.2116256485379","152.629043879109","0.0514664748578582","0.695498366455874","31.06433296949","31.2098364254361","-26.1969"
"117","A2","33","2001","31.1769451994735","31.3483958536882","184.490190009771","0.0461786110621659","7.43930747709023","31.23584005","31.3479281528289","-19.3601"
"118","A2","33","2002","30.8383390827853","31.5210830017384","207.038924130088","0.0105905196856127","8.87459843959709","31.3601948086034","31.4983605544942","-24.8803"
"119","A2","33","2003","30.8319727786676","31.6548553606955","194.994938521744","0.0157460091835976","14.4961972522885","31.5","31.646752697042","-13.822"
"120","A2","34","1998","39.0668226767026","40.2647101278979","176.87076175264","0.0407052910478796","50.8136413158271","40.1872398128334","40.2596454813533","-23.4968"
"121","A2","34","1999","40.1638690755988","40.4028990586037","171.822217156865","0.0381975832927535","7.71328883737507","40.16844335","40.4026676119683","-24.814"
"122","A2","34","2000","40.3497477001932","40.5970049353689","155.245840955866","0.0317158105135368","1.99995806505917","40.4048403772633","40.5896932794284","-26.19"
"123","A2","34","2001","40.8667909652261","40.8777262101701","181.930473648734","9.4208696800811","1.03397639378358","40.8667909652261","40.8777262101701","-19.3664"
"124","A2","34","2002","37.9862417655188","41.0235374094535","178.304146067645","0.0202931308144178","71.8628385470225","40.869464872683","41.0211071362202","-24.807"
"125","A2","34","2003","40.2907479194501","41.2044681256496","143.788931130469","0.0179158017742929","8.13085839694841","41.0552277183734","41.1995382344813","-13.8184"
"126","A3","51","1998","20.3155005644121","21.4441085691029","168.726208768131","0.0341146377558558","18.7656228998354","21.3270674275428","21.4434925849347","-23.4993"
"127","A3","51","1999","21.4497284598745","21.629040931182","193.640955508989","0.0467026213688173","5.36187689208174","21.4550852283934","21.6288083993076","-24.8118"
"128","A3","51","2000","21.562519114131","21.8158243754378","188.046600713166","0.0340516735817311","4.34035340010871","21.6005185426256","21.8130225781682","-26.2106"
"129","A3","51","2001","21.7591386192692","22.0246719818945","214.853705984714","0.0516264861254684","21.6644735527219","21.8093225","22.0241360539328","-19.3275"
"130","A3","51","2002","21.9484203808257","22.2860333356336","129.065857326483","0.0289072529250241","0.629846262561628","22.0421953143089","22.2838361526281","-24.8424"
"131","A3","51","2003","22.2379159875625","22.5116299220475","199.512702228596","0.0324804348241365","2.93213075440786","22.2849823133264","22.50899125","-13.8014"
"132","A3","52","1998","13.232583982996","13.3594871951479","189.942051389435","0.0507033961607819","2.7138583412086","13.2612951319809","13.3593359058673","-23.5111"
"133","A3","52","1999","13.3780102401498","13.4702840574073","95.4389635096982","0.0465785461230374","0.0351964415809584","13.3780583106599","13.4700936616536","-24.8401"
"134","A3","52","2000","13.4731748117869","13.6659213525487","218.997822851038","0.0787211748284325","12.5634465461093","13.4757967264283","13.6658908125531","-26.2337"
"135","A3","52","2001","13.6706070505176","13.8489420811549","185.766606265236","0.0828323444208783","3.20809047546243","13.6752225","13.8489377601011","-19.3634"
"136","A3","52","2002","13.6920342136479","13.7906103152813","186.038216708221","0.112864988761877","0.681812953705921","13.6924326284875","13.7880429480837","-24.8469"
"137","A3","52","2003","13.7653867964178","13.9377021745093","201.883638073117","0.0428727101280276","2.86999754987406","13.7779598313789","13.9372897097225","-13.8045"
"138","A3","53","1998","11.5329627823315","11.5462993998768","163.795635324273","-4.67006254574193","7.69289626410795","11.5462993998768","11.5329627823315","-23.4417"
"139","A3","53","1999","11.358354050924","11.577686769622","230.505462688443","0.00493915349028721","14.9070795247462","11.5404745124226","11.5677224093073","-24.8982"
"140","A3","53","2000","11.5870758250071","11.653118054405","183.26883638714","0.0830827501806977","0.653450509803142","11.5871017567552","11.6508176955859","-26.2222"
"141","A3","53","2001","11.7215924931024","11.7421599108947","157.527225116829","0.0464908126637366","0.126578387610822","11.72235495","11.740120115253","-19.3623"
"142","A3","54","1998","33.2535515351843","33.5760999611651","170.123820652038","0.0436047997781567","1.70506721918012","33.3739419403303","33.5755248403181","-23.4828"
"143","A3","54","1999","33.5979713045201","33.8249945056638","171.401117073907","0.0455120674889569","1.5827091154822","33.60261022","33.8245833155859","-24.8463"
"144","A3","54","2000","33.8232718561904","34.0965306037665","173.954552220124","0.0402591404329365","1.362690139776","33.8373962841757","34.0858873333932","-26.206"
"145","A3","54","2001","33.9878374523795","34.350728846902","184.115478892011","0.0441586280910116","5.13723680516885","34.0938065747963","34.3503060565971","-19.3569"
"146","A3","54","2002","34.3333109577064","34.5997882425261","147.645182754652","0.0403586948804625","0.546979175870803","34.3639210915418","34.5993057719899","-24.8566"
"147","A3","54","2003","34.5909025636991","34.8548956152712","197.549647899124","0.0458106924702734","3.03595631754374","34.6103137964356","34.8426456846448","-13.721"
"148","A3","56","1998","11.1978203062047","11.2336860594592","222.860238948924","0.129058997647525","20.1909895515082","11.1980404317802","11.2336860022166","-23.483"
"149","A3","56","1999","11.2504075382057","11.3019457823909","187.347740648333","0.0600140540017965","1.70511128720956","11.25140746","11.3019107927822","-24.8945"
"150","A3","56","2000","11.3026894651032","11.3940715470656","185.975446138895","0.0764606133866822","0.861469123263252","11.302758902769","11.3920201453302","-26.2496"
"151","A3","56","2001","11.400555779404","11.5528001561216","201.084580622762","0.0718698665241249","5.46295352433329","11.40593104","11.552777371974","-19.3593"
"152","A3","56","2002","11.5625788499457","11.7185715051813","176.439142821187","0.0801808609270881","0.48792091555205","11.5662094414894","11.7174028678582","-24.8525"
"153","A3","56","2003","11.7261408470968","11.8889552170988","199.410030613523","0.0911630744673312","3.86157180231664","11.72711157","11.8889543664362","-13.8215"
"154","A3","57","1998","54.9057714656483","55.1053894065175","167.863840160888","0.0158216136661423","1.40253754599131","55.011400205173","55.08930582","-23.4831"
"155","A3","57","1999","55.0579759533914","55.2886658237213","183.748684527454","0.0315524097179382","1.04488630736321","55.06063535","55.2831643277365","-24.7498"
"156","A3","57","2000","55.2852931371426","55.5868610597981","181.758674214037","0.0423154586133415","1.12918461917728","55.2933762191575","55.580284779499","-25.9361"
"157","A3","57","2001","55.4661084532814","55.8842638942294","190.549907971671","0.0368666611957043","4.21835329959717","55.5866821253795","55.8810466802801","-19.3411"
"158","A3","57","2002","55.8769023961045","56.177810180934","208.925369182974","0.0233567533430358","1.95667738355341","55.93945233","56.1664939542386","-24.8172"
"159","A3","57","2003","56.117485050784","56.4130568621254","185.885890899881","0.0285392988728693","1.09245055589951","56.1576802312273","56.4069514728423","-13.794"
"160","A3","58","1998","38.5417759066914","38.8158949599305","204.75780617383","0.0324898132596948","5.0415377783331","38.6590114133268","38.8136786079232","-23.4999"
"161","A3","58","1999","38.8055122297383","39.0586026654107","222.281956546647","0.0326362186728979","8.55373423293483","38.81215266","39.0562822522112","-24.8079"
"162","A3","58","2000","39.0364451821368","39.3466701479634","175.658910649379","0.0382149174651884","1.48052191035627","39.0554712970981","39.3447288224976","-26.0857"
"163","A3","58","2001","38.9855259742008","39.6915820821","158.600381444979","0.0283574879931227","2.58578964915","39.3480699761206","39.6866639159566","-19.3456"
"164","A3","58","2002","39.6982322128991","40.0126770993298","211.260296432717","0.0433080966638025","5.15389355703849","39.72510139","40.0121040418432","-24.8382"
"165","A3","58","2003","39.8558352543464","40.3172493625019","197.825193829723","0.02711263880483","3.73192516105453","39.99931059","40.3125432421333","-13.7868"
"166","A3","60","1998","20.5558477372067","20.6307446018957","174.173833096645","0.0679645855786346","1.77762734710716","20.5713952149815","20.6307379634218","-23.5174"
"167","A3","60","1999","20.6642447917762","20.7218830566652","234.334183211222","0.0368186097023172","6.8361140771638","20.6643294756597","20.7211412820793","-24.887"
"168","A3","60","2000","20.7117501750823","20.8357048016892","194.310184977849","0.0550016085777521","2.90441415300298","20.7131796772898","20.8355626087664","-26.2661"
"169","A3","60","2001","20.7761284924597","20.9792762135097","133.832609020444","0.0307623433680786","0.538504133531952","20.83927168","20.9770281541075","-19.3079"
"170","A3","60","2002","20.9681192563314","21.0633719128607","188.901636969532","0.135934069738926","8.84720142397747","20.9699755990153","21.0633719126359","-24.8576"
"171","A3","60","2003","21.0765070918481","21.1450114029251","192.737789855178","19.4308027944537","-7.65391485205339","21.1451562595215","21.1450114029251","-13.8122"
"172","A3","61","1998","45.2622944128293","45.7032922803426","160.613455018593","0.101855497625874","30.4413212964037","45.6472655865344","45.703292273057","-23.51"
"173","A3","61","1999","45.6734204889648","45.8836799116901","199.045615231755","0.038802438181006","7.68630817201685","45.67740325","45.8831370820779","-24.7711"
"174","A3","61","2000","45.853769047604","46.0950682915353","192.117362196652","0.036640783607586","4.47561442674876","45.8801773220917","46.0902609242603","-26.1541"
"175","A3","61","2001","45.9697599025776","46.369521547292","163.247361545354","0.0431626602700699","2.19744550285127","46.095651113081","46.3690250997093","-19.3406"
"176","A3","61","2002","45.9626868315069","46.6766643242573","207.014372175202","0.0211395760740832","10.5349669113241","46.3808494145215","46.670368005939","-24.8396"
"177","A3","61","2003","46.0475955430475","46.9364372817865","209.424328731621","0.0200560504459286","13.5735779505158","46.65607816","46.9290785947173","-13.812"
"178","A3","66","1998","24.0772412558303","24.3250229450915","193.767978622244","0.0386884151583911","4.55250167066758","24.18139188","24.3242302739276","-23.4964"
"179","A3","66","1999","24.3304745546246","24.5646043418259","203.277673620296","0.0478278240759942","5.34899360373268","24.33124244","24.5641764481342","-24.7938"
"180","A3","66","2000","24.5591458812798","24.8811453535456","181.163707898451","0.0591194689458323","1.02801599085815","24.5610484073366","24.8800192772507","-26.2388"
"181","A3","66","2001","24.859018465925","25.207585549565","181.71868235071","0.0779457639196993","1.45471800462734","24.8758869318184","25.2075618091674","-18.9561"
"182","A3","66","2002","25.2063503568047","25.4792478316034","198.393905559218","0.0558727212355526","2.9600110897863","25.21808924","25.4791386876461","-24.8506"
"183","A3","66","2003","25.45345644281","25.6499206130279","222.110872283072","0.0509469959670825","9.96899518424996","25.46361538","25.6497717934361","-13.8209"
"184","A3","67","1998","11.9555680488461","12.1108455013771","232.262659906173","0.0190855523403742","4.60366068627757","12.03","12.1025681715923","-23.5115"
"185","A3","67","1999","12.1002945930942","12.2123866625533","151.482818877096","0.0250505579083191","0.713999582746241","12.1022981724522","12.2087085793062","-24.8769"
"186","A3","67","2000","12.2375286849257","12.3724999340649","202.075618409868","0.0513778965231216","1.18713025003879","12.2390394201277","12.3708478667799","-26.2261"
"187","A3","69","1998","13.1216343214868","13.2025938872129","181.350181118855","0.038615982234393","15.0979203235504","13.18650739","13.20247574","-23.5186"
"188","A3","69","1999","13.1916333767987","13.2177222176092","105.033264154168","0.0119714957393287","1.12016246415215","13.1982269611778","13.2136525205234","-24.8799"
"189","A3","69","2000","13.1441782993153","13.2215356484632","201.624004832814","0.0150026299078783","13.4701919806738","13.20055927","13.2202062475725","-26.2575"
"190","A3","69","2001","13.1986274310924","13.2049626811131","160.205083361184","1.28825412812471","21.4108100493493","13.19864288","13.2049626811131","-19.3671"
"191","A3","70","1998","41.1415313810551","42.0543920352958","186.649241927353","0.0824288691192312","843.719053990188","42.024541922557","42.0541225510099","-23.5009"
